         2093178 function calls (2075061 primitive calls) in 13.346 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       18    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:509(cast)
      113    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        2    0.000    0.000    0.000    0.000 gridlayout.py:405(_update_minimum_size)
        1    0.000    0.000    0.000    0.000 {built-in method time.strftime}
      112    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 atlas.py:155(Atlas)
       91    0.000    0.000    0.000    0.000 __init__.py:535(_get_rotation)
        1    0.000    0.000    0.000    0.000 scrollview.py:167(ScrollView)
        6    0.000    0.000    0.000    0.000 typing.py:836(<genexpr>)
        9    0.000    0.000    0.000    0.000 motionevent.py:335(ungrab)
        7    0.000    0.000    0.000    0.000 PngImagePlugin.py:496(chunk_pHYs)
        1    0.000    0.000    0.000    0.000 wm_pen.py:112(stop)
        1    0.000    0.000    0.000    0.000 stencilview.py:1(<module>)
        6    0.000    0.000    0.000    0.000 style.kv:259(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        2    0.000    0.000    0.000    0.000 random.py:117(__init__)
      131    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       28    0.000    0.000    0.000    0.000 threading.py:1086(name)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
       13    0.000    0.000    0.000    0.000 parser.py:729(<listcomp>)
        5    0.000    0.000    0.000    0.000 style.kv:99(<module>)
        8    0.000    0.000    0.000    0.000 style.kv:260(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 codenavigation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 window_sdl2.py:217(_set_allow_screensaver)
       30    0.000    0.000    0.000    0.000 ImagePalette.py:73(getdata)
        1    0.000    0.000    0.000    0.000 config.py:527(getdefaultint)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
      148    0.000    0.000    0.000    0.000 __init__.py:143(data)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        6    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
        1    0.000    0.000    0.000    0.000 vector.py:1(<module>)
       75    0.000    0.000    0.000    0.000 overrides.py:122(decorator)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:795(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:217(update)
       31    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        6    0.000    0.000    0.000    0.000 style.kv:100(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 typing.py:875(copy_with)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
       51    0.000    0.000    0.000    0.000 PngImagePlugin.py:146(__init__)
       28    0.000    0.000    0.000    0.000 PngImagePlugin.py:1039(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:70(search_function)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        2    0.000    0.000    0.000    0.000 __init__.py:121(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       22    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        9    0.000    0.000    0.000    0.000 mouse.py:192(find_touch)
        1    0.000    0.000    0.000    0.000 random.py:101(Random)
        1    0.000    0.000    0.000    0.000 tilemap.py:137(set_cursor)
        1    0.000    0.000    0.000    0.000 classes.py:1244(Item)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        7    0.000    0.000    0.000    0.000 getlimits.py:514(__init__)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        1    0.000    0.000    0.000    0.000 random.py:126(seed)
       91    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      148    0.000    0.000    0.000    0.000 __init__.py:150(rowlength)
       67    0.000    0.000    0.000    0.000 motionevent.py:480(is_mouse_scrolling)
        1    0.000    0.000    0.000    0.000 doubletap.py:28(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
       61    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
      104    0.000    0.000    0.000    0.000 __init__.py:717(_get_filename)
        1    0.000    0.000    0.000    0.000 retaintouch.py:1(<module>)
      106    0.000    0.000    0.000    0.000 __init__.py:804(size)
        1    0.000    0.000    0.000    0.000 {method 'set_allow_screensaver' of 'kivy.core.window._window_sdl2._WindowSDL2Storage' objects}
        6    0.000    0.000    0.000    0.000 style.kv:266(<module>)
      105    0.000    0.000    0.000    0.000 __init__.py:136(height)
        1    0.000    0.000    0.000    0.000 fractions.py:38(Fraction)
       57    0.000    0.000    0.000    0.000 configparser.py:855(<lambda>)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
       14    0.000    0.000    0.000    0.000 animation.py:275(_register)
        3    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       73    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       14    0.000    0.000    0.000    0.000 inspect.py:685(<listcomp>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:133(_fix_pcbuild)
        2    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
       75    0.000    0.000    0.000    0.000 overrides.py:111(set_module)
        1    0.000    0.000    0.000    0.000 window_sdl2.py:145(WindowSDL)
        1    0.000    0.000    0.000    0.000 {method 'stop_clock' of 'kivy._clock.CyClockBase' objects}
        4    0.000    0.000    0.000    0.000 contextlib.py:452(callback)
        1    0.000    0.000    0.000    0.000 classes.py:1717(Enemy)
       24    0.000    0.000    0.000    0.000 numerictypes.py:515(_scalar_type_key)
       41    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       90    0.000    0.000    0.000    0.000 __init__.py:1384(get_root_window)
        1    0.000    0.000    0.000    0.000 classes.py:2195(State)
       28    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        2    0.000    0.000    0.000    0.000 subprocess.py:1060(_get_devnull)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1417(setLevel)
       14    0.000    0.000    0.000    0.000 style.kv:13(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        1    0.000    0.000    0.000    0.000 numerictypes.py:442(_construct_lookups)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
      105    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:114(WINFUNCTYPE)
        1    0.000    0.000    0.000    0.000 calibration.py:92(__init__)
       51    0.000    0.000    0.000    0.000 GifImagePlugin.py:41(_accept)
        7    0.000    0.000    0.000    0.000 threading.py:82(RLock)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 classes.py:2605(System)
        1    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 metrics.py:150(dpi)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        9    0.000    0.000    0.000    0.000 focus.py:445(_handle_post_on_touch_up)
        1    0.000    0.000    0.000    0.000 image.py:69(Image)
        4    0.000    0.000    0.000    0.000 contextlib.py:404(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 emacs.py:2(<module>)
       77    0.000    0.000    0.000    0.000 ImageFile.py:79(_tilesort)
        1    0.000    0.000    0.000    0.000 __init__.py:995(_bind_create_window)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:434(__exit__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 getopt.py:1(<module>)
       68    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:191(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 logger.py:345(logger_config_update)
        1    0.000    0.000    0.000    0.000 __init__.py:675(_set_system_size)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:643(decorator)
      125    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 doubletap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 imghdr.py:1(<module>)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        1    0.000    0.000    0.000    0.000 platform.py:1106(python_implementation)
       77    0.000    0.000    0.000    0.000 os.py:697(__iter__)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
       68    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
       12    0.000    0.000    0.000    0.000 re.py:270(escape)
        1    0.000    0.000    0.000    0.000 tripletap.py:1(<module>)
       51    0.000    0.000    0.000    0.000 PpmImagePlugin.py:39(_accept)
        9    0.000    0.000    0.000    0.000 mouse.py:123(clear_graphics)
       59    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 mouse.py:168(stop)
       51    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 threading.py:784(Thread)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
       51    0.000    0.000    0.000    0.000 JpegImagePlugin.py:331(_accept)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.000    0.000 Image.py:548(width)
        2    0.000    0.000    0.000    0.000 gridlayout.py:618(_create_idx_iter)
       53    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:204(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:508(Image)
        4    0.000    0.000    0.000    0.000 Image.py:3191(register_extensions)
        1    0.000    0.000    0.000    0.000 ignorelist.py:1(<module>)
       58    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
        1    0.000    0.000    0.000    0.000 app.py:424(App)
        1    0.000    0.000    0.000    0.000 Image.py:3314(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 wm_pen.py:80(start)
       78    0.000    0.000    0.000    0.000 _internal.py:826(<genexpr>)
        1    0.000    0.000    0.000    0.000 treeview.py:268(TreeView)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
        4    0.000    0.000    0.000    0.000 __init__.py:886(createLock)
        9    0.000    0.000    0.000    0.000 splitter.py:258(strip_down)
        1    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       42    0.000    0.000    0.000    0.000 img_tex.py:15(extensions)
        1    0.000    0.000    0.000    0.000 platform.py:1002(_sys_version)
        1    0.000    0.000    0.000    0.000 legendre.py:1618(Legendre)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        5    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        2    0.000    0.000    0.000    0.000 ntpath.py:289(expanduser)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       14    0.000    0.000    0.000    0.000 style.kv:26(<module>)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 platform.py:729(_get_machine_win32)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
       42    0.000    0.000    0.000    0.000 img_sdl2.py:25(extensions)
        1    0.000    0.000    0.000    0.000 classes.py:1039(Skill)
        1    0.000    0.000    0.000    0.000 {built-in method nt.open}
        1    0.000    0.000    0.000    0.000 logger.py:149(purge_logs)
        1    0.000    0.000    0.000    0.000 pathlib.py:653(PurePath)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 weakmethod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
       30    0.000    0.000    0.000    0.000 treeview.py:598(get_root)
       15    0.000    0.000    0.000    0.000 Image.py:3180(register_extension)
        1    0.000    0.000    0.000    0.000 treeview.py:127(TreeViewNode)
       26    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 focus.py:96(FocusBehavior)
        1    0.000    0.000    0.000    0.000 splitter.py:63(Splitter)
        1    0.000    0.000    0.000    0.000 dejitter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _internal.py:863(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 tripletap.py:30(__init__)
        1    0.000    0.000    0.000    0.000 dejitter.py:38(__init__)
        2    0.000    0.000    0.000    0.000 core.py:2948(_update_from)
       68    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 threading.py:521(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:357(SafeList)
        1    0.000    0.000    0.000    0.000 classes.py:1586(Armor)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        2    0.000    0.000    0.000    0.000 types.py:244(coroutine)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 calibration.py:117(_get_provider_map)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       63    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        3    0.000    0.000    0.000    0.000 subprocess.py:1312(_make_inheritable)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 __init__.py:194(<dictcomp>)
       10    0.000    0.000    0.000    0.000 style.kv:1002(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1993(Chebyshev)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:553(__init__)
        1    0.000    0.000    0.000    0.000 events.py:609(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 kinetic.py:48(KineticEffect)
       28    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
       19    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        2    0.000    0.000    0.000    0.000 __init__.py:1372(_clear_cache)
        8    0.000    0.000    0.000    0.000 configparser.py:1162(_convert_to_boolean)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 classes.py:766(Actor)
        4    0.000    0.000    0.000    0.000 typing.py:919(<genexpr>)
      113    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 provider.py:1(<module>)
        1    0.000    0.000    0.000    0.000 classes.py:1447(Weapon)
        9    0.000    0.000    0.000    0.000 typing.py:466(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:838(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 scrollview.py:575(on_effect_x)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:130(_add_integer_aliases)
       28    0.000    0.000    0.000    0.000 Image.py:552(height)
       49    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
      106    0.000    0.000    0.000    0.000 __init__.py:578(find_base_direction)
        1    0.000    0.000    0.000    0.000 random.py:334(randint)
        8    0.000    0.000    0.000    0.000 gridlayout.py:102(nmax)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        2    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
        1    0.000    0.000    0.000    0.000 utils.py:425(_get_platform)
        2    0.000    0.000    0.000    0.000 splitter.py:267(_rebind_parent)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:289(IFDRational)
      111    0.000    0.000    0.000    0.000 configparser.py:363(before_get)
        3    0.000    0.000    0.000    0.000 style.kv:96(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 mouse.py:159(start)
        1    0.000    0.000    0.000    0.000 classes.py:2888(SystemWords)
        1    0.000    0.000    0.000    0.000 features.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'cancel' of 'kivy._clock.ClockEvent' objects}
       10    0.000    0.000    0.000    0.000 style.kv:1007(<module>)
        1    0.000    0.000    0.000    0.000 random.py:791(getrandbits)
        1    0.000    0.000    0.000    0.000 base.py:107(EventLoopBase)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001D36583AA60}
        2    0.000    0.000    0.000    0.000 functools.py:872(wrapper)
        7    0.000    0.000    0.000    0.000 Image.py:3131(register_open)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1218(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       13    0.000    0.000    0.000    0.000 os.py:816(fsdecode)
        2    0.000    0.000    0.000    0.000 arrayprint.py:465(decorating_function)
        1    0.000    0.000    0.000    0.000 platform.py:233(_norm_version)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
       15    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 threading.py:535(set)
       14    0.000    0.000    0.000    0.000 style.kv:27(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:39(Keyboard)
        2    0.000    0.000    0.000    0.000 function_base.py:2103(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2553(_arraymethod)
        1    0.000    0.000    0.000    0.000 random.py:290(randrange)
        9    0.000    0.000    0.000    0.000 motionevent.py:434(update_time_end)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:60(BmpImageFile)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.000    0.000 compoundselection.py:141(CompoundSelectionBehavior)
        3    0.000    0.000    0.000    0.000 typing.py:232(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 contextlib.py:234(contextmanager)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
       48    0.000    0.000    0.000    0.000 enum.py:792(value)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:943(_set_tstate_lock)
        6    0.000    0.000    0.000    0.000 __init__.py:394(_get_size)
        1    0.000    0.000    0.000    0.000 touchripple.py:40(TouchRippleBehavior)
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
       10    0.000    0.000    0.000    0.000 style.kv:19(<module>)
       26    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      6/1    0.000    0.000    0.000    0.000 ast.py:79(_convert)
        1    0.000    0.000    0.000    0.000 animation.py:94(Animation)
        1    0.000    0.000    0.000    0.000 boxlayout.py:82(BoxLayout)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:655(getfile)
        8    0.000    0.000    0.000    0.000 style.kv:14(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        6    0.000    0.000    0.000    0.000 style.kv:94(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 classes.py:182(Map)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 config.py:476(set)
        1    0.000    0.000    0.000    0.000 mouse.py:133(__init__)
       12    0.000    0.000    0.000    0.000 classes.py:61(tileset_name)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        1    0.000    0.000    0.000    0.000 __init__.py:1049(__init__)
        3    0.000    0.000    0.000    0.000 configparser.py:644(sections)
        1    0.000    0.000    0.000    0.000 button.py:56(ButtonBehavior)
        3    0.000    0.000    0.000    0.000 glob.py:152(has_magic)
       30    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
       14    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 classes.py:1920(EnemyAction)
        7    0.000    0.000    0.000    0.000 fractions.py:276(_operator_fallbacks)
        3    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 random.py:217(__init_subclass__)
       68    0.000    0.000    0.000    0.000 configparser.py:1023(<dictcomp>)
        2    0.000    0.000    0.000    0.000 vector.py:243(distance)
        1    0.000    0.000    0.000    0.000 ImageChops.py:18(<module>)
        4    0.000    0.000    0.000    0.000 contextlib.py:470(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 __init__.py:232(configure)
        6    0.000    0.000    0.000    0.000 style.kv:95(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1066(Path)
        3    0.000    0.000    0.000    0.000 scrollview.py:580(on_effect_y)
        1    0.000    0.000    0.000    0.000 platform.py:780(uname_result)
        1    0.000    0.000    0.000    0.000 config.py:376(ConfigParser)
        2    0.000    0.000    0.000    0.000 resources.py:64(resource_add_path)
       18    0.000    0.000    0.000    0.000 Image.py:650(__eq__)
        6    0.000    0.000    0.000    0.000 scrollview.py:593(_update_effect_widget)
        4    0.000    0.000    0.000    0.000 classes.py:275(events)
        1    0.000    0.000    0.000    0.000 classes.py:2511(AnimationTiming)
        2    0.000    0.000    0.000    0.000 functools.py:816(dispatch)
       76    0.000    0.000    0.000    0.000 treeview.py:352(on_node_expand)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       16    0.000    0.000    0.000    0.000 typing.py:128(_type_convert)
        3    0.000    0.000    0.000    0.000 style.kv:97(<module>)
        1    0.000    0.000    0.000    0.000 treeview.py:458(on_root_options)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:130(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:589(Barrier)
       15    0.000    0.000    0.000    0.000 platform.py:951(machine)
        1    0.000    0.000    0.000    0.000 random.py:237(_randbelow_with_getrandbits)
        1    0.000    0.000    0.000    0.000 clock.py:569(ClockBaseBehavior)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 parser.py:376(Parser)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:158(_set_up_aliases)
       46    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'set_event_filter' of 'kivy.core.window._window_sdl2._WindowSDL2Storage' objects}
       13    0.000    0.000    0.000    0.000 enum.py:443(__members__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        2    0.000    0.000    0.000    0.000 __init__.py:424(validate)
        8    0.000    0.000    0.000    0.000 style.kv:17(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1657(Hermite)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        1    0.000    0.000    0.000    0.000 windows_utils.py:81(PipeHandle)
        1    0.000    0.000    0.000    0.000 metrics.py:145(MetricsBase)
        1    0.000    0.000    0.000    0.000 drag.py:64(DragBehavior)
        8    0.000    0.000    0.000    0.000 classes.py:287(data)
       18    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       32    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'rotate' of 'kivy.graphics.transformation.Matrix' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 metrics.py:194(density)
        1    0.000    0.000    0.000    0.000 datetime.py:473(timedelta)
       42    0.000    0.000    0.000    0.000 img_dds.py:14(extensions)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        7    0.000    0.000    0.000    0.000 style.kv:1006(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:538(AnimationTransition)
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 threading.py:374(notify_all)
        3    0.000    0.000    0.000    0.000 __init__.py:1601(addHandler)
       10    0.000    0.000    0.000    0.000 classes.py:77(panorama_name)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 {method 'view_clip' of 'kivy.graphics.transformation.Matrix' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:332(ImageLoader)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 cover.py:87(CoverBehavior)
       23    0.000    0.000    0.000    0.000 overrides.py:219(array_function_from_dispatcher)
       61    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 configparser.py:821(getfloat)
        9    0.000    0.000    0.000    0.000 configparser.py:1362(__iter__)
        3    0.000    0.000    0.000    0.000 togglebutton.py:86(on_group)
